"","X.Analized.variable...Delphinidin.3.O.sambubioside.5.O.glucoside.","X.Time.comparisons..Delphinidin.3.O.sambubioside.5.O.glucoside.",".y.","group1","group2","n1","n2","p","p.signif","p.adj","p.adj.signif","X.Time.Sweetener.Processing.comparisons.Delphinidin.3.O.sambubioside.5.O.glucoside.","processing","Sweetener",".y..1","group1.1","group2.1","n1.1","n2.1","p.1","p.signif.1","p.adj.1","p.adj.signif.1","X.Time.Sweetener.comparisons.Delphinidin.3.O.sambubioside.5.O.glucoside.","Sweetener.1",".y..2","group1.2","group2.2","n1.2","n2.2","p.2","p.signif.2","p.adj.2","p.adj.signif.2","X.Time.Processing.comparisons.Delphinidin.3.O.sambubioside.5.O.glucoside.","processing.1",".y..3","group1.3","group2.3","n1.3","n2.3","p.3","p.signif.3","p.adj.3","p.adj.signif.3","X.Analized.variable...Delphinidin.3.5.O.diglucoside.","X.Time.comparisons..Delphinidin.3.5.O.diglucoside.",".y..4","group1.4","group2.4","n1.4","n2.4","p.4","p.signif.4","p.adj.4","p.adj.signif.4","X.Time.Sweetener.Processing.comparisons.Delphinidin.3.5.O.diglucoside.","processing.2","Sweetener.2",".y..5","group1.5","group2.5","n1.5","n2.5","p.5","p.signif.5","p.adj.5","p.adj.signif.5","X.Time.Sweetener.comparisons.Delphinidin.3.5.O.diglucoside.","Sweetener.3",".y..6","group1.6","group2.6","n1.6","n2.6","p.6","p.signif.6","p.adj.6","p.adj.signif.6","X.Time.Processing.comparisons.Delphinidin.3.5.O.diglucoside.","processing.3",".y..7","group1.7","group2.7","n1.7","n2.7","p.7","p.signif.7","p.adj.7","p.adj.signif.7","X.Analized.variable...Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside.","X.Time.comparisons..Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside.",".y..8","group1.8","group2.8","n1.8","n2.8","p.8","p.signif.8","p.adj.8","p.adj.signif.8","X.Time.Sweetener.Processing.comparisons.Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside.","processing.4","Sweetener.4",".y..9","group1.9","group2.9","n1.9","n2.9","p.9","p.signif.9","p.adj.9","p.adj.signif.9","X.Time.Sweetener.comparisons.Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside.","Sweetener.5",".y..10","group1.10","group2.10","n1.10","n2.10","p.10","p.signif.10","p.adj.10","p.adj.signif.10","X.Time.Processing.comparisons.Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside.","processing.5",".y..11","group1.11","group2.11","n1.11","n2.11","p.11","p.signif.11","p.adj.11","p.adj.signif.11","X.Analized.variable...Delphinidin.3.O.sambubioside.","X.Time.comparisons..Delphinidin.3.O.sambubioside.",".y..12","group1.12","group2.12","n1.12","n2.12","p.12","p.signif.12","p.adj.12","p.adj.signif.12","X.Time.Sweetener.Processing.comparisons.Delphinidin.3.O.sambubioside.","processing.6","Sweetener.6",".y..13","group1.13","group2.13","n1.13","n2.13","p.13","p.signif.13","p.adj.13","p.adj.signif.13","X.Time.Sweetener.comparisons.Delphinidin.3.O.sambubioside.","Sweetener.7",".y..14","group1.14","group2.14","n1.14","n2.14","p.14","p.signif.14","p.adj.14","p.adj.signif.14","X.Time.Processing.comparisons.Delphinidin.3.O.sambubioside.","processing.7",".y..15","group1.15","group2.15","n1.15","n2.15","p.15","p.signif.15","p.adj.15","p.adj.signif.15"
"1","Analized variable:  Delphinidin.3.O.sambubioside.5.O.glucoside","Time comparisons  Delphinidin.3.O.sambubioside.5.O.glucoside","Delphinidin.3.O.sambubioside.5.O.glucoside","0.00099999999999989","1.001",18,18,0.593,"ns",1,"ns","Time-Sweetener-Processing comparisons Delphinidin.3.O.sambubioside.5.O.glucoside","1","ST","Delphinidin.3.O.sambubioside.5.O.glucoside","0.00099999999999989","1.001",3,3,0.116,"ns",1,"ns","Time-Sweetener comparisons Delphinidin.3.O.sambubioside.5.O.glucoside","ST","Delphinidin.3.O.sambubioside.5.O.glucoside","0.00099999999999989","1.001",9,9,0.76,"ns",1,"ns","Time-Processing comparisons Delphinidin.3.O.sambubioside.5.O.glucoside","1","Delphinidin.3.O.sambubioside.5.O.glucoside","0.00099999999999989","1.001",6,6,0.741,"ns",1,"ns","Analized variable:  Delphinidin.3.5.O.diglucoside","Time comparisons  Delphinidin.3.5.O.diglucoside","Delphinidin.3.5.O.diglucoside","0.00099999999999989","1.001",18,18,0.748,"ns",1,"ns","Time-Sweetener-Processing comparisons Delphinidin.3.5.O.diglucoside","1","ST","Delphinidin.3.5.O.diglucoside","0.00099999999999989","1.001",3,3,3.33e-05,"****",0.000934,"***","Time-Sweetener comparisons Delphinidin.3.5.O.diglucoside","ST","Delphinidin.3.5.O.diglucoside","0.00099999999999989","1.001",9,9,0.766,"ns",1,"ns","Time-Processing comparisons Delphinidin.3.5.O.diglucoside","1","Delphinidin.3.5.O.diglucoside","0.00099999999999989","1.001",6,6,0.189,"ns",1,"ns","Analized variable:  Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","Time comparisons  Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","0.00099999999999989","1.001",18,18,0.514,"ns",1,"ns","Time-Sweetener-Processing comparisons Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","1","ST","Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","0.00099999999999989","1.001",3,3,0.0633,"ns",1,"ns","Time-Sweetener comparisons Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","ST","Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","0.00099999999999989","1.001",9,9,0.687,"ns",1,"ns","Time-Processing comparisons Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","1","Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","0.00099999999999989","1.001",6,6,0.59,"ns",1,"ns","Analized variable:  Delphinidin.3.O.sambubioside","Time comparisons  Delphinidin.3.O.sambubioside","Delphinidin.3.O.sambubioside","0.00099999999999989","1.001",18,18,0.0599,"ns",1,"ns","Time-Sweetener-Processing comparisons Delphinidin.3.O.sambubioside","1","ST","Delphinidin.3.O.sambubioside","0.00099999999999989","1.001",3,3,0.00214,"**",0.06,"ns","Time-Sweetener comparisons Delphinidin.3.O.sambubioside","ST","Delphinidin.3.O.sambubioside","0.00099999999999989","1.001",9,9,0.127,"ns",1,"ns","Time-Processing comparisons Delphinidin.3.O.sambubioside","1","Delphinidin.3.O.sambubioside","0.00099999999999989","1.001",6,6,0.476,"ns",1,"ns"
"2","Analized variable:  Delphinidin.3.O.sambubioside.5.O.glucoside","Time comparisons  Delphinidin.3.O.sambubioside.5.O.glucoside","Delphinidin.3.O.sambubioside.5.O.glucoside","0.00099999999999989","8.001",18,18,0.00812,"**",0.227,"ns","Time-Sweetener-Processing comparisons Delphinidin.3.O.sambubioside.5.O.glucoside","1","ST","Delphinidin.3.O.sambubioside.5.O.glucoside","0.00099999999999989","8.001",3,3,8.51e-06,"****",0.000238,"***","Time-Sweetener comparisons Delphinidin.3.O.sambubioside.5.O.glucoside","ST","Delphinidin.3.O.sambubioside.5.O.glucoside","0.00099999999999989","8.001",9,9,0.0861,"ns",1,"ns","Time-Processing comparisons Delphinidin.3.O.sambubioside.5.O.glucoside","1","Delphinidin.3.O.sambubioside.5.O.glucoside","0.00099999999999989","8.001",6,6,0.149,"ns",1,"ns","Analized variable:  Delphinidin.3.5.O.diglucoside","Time comparisons  Delphinidin.3.5.O.diglucoside","Delphinidin.3.5.O.diglucoside","0.00099999999999989","8.001",18,18,0.00242,"**",0.0678,"ns","Time-Sweetener-Processing comparisons Delphinidin.3.5.O.diglucoside","1","ST","Delphinidin.3.5.O.diglucoside","0.00099999999999989","8.001",3,3,3.4e-09,"****",9.51e-08,"****","Time-Sweetener comparisons Delphinidin.3.5.O.diglucoside","ST","Delphinidin.3.5.O.diglucoside","0.00099999999999989","8.001",9,9,0.0849,"ns",1,"ns","Time-Processing comparisons Delphinidin.3.5.O.diglucoside","1","Delphinidin.3.5.O.diglucoside","0.00099999999999989","8.001",6,6,0.00165,"**",0.0462,"*","Analized variable:  Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","Time comparisons  Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","0.00099999999999989","8.001",18,18,0.00523,"**",0.146,"ns","Time-Sweetener-Processing comparisons Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","1","ST","Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","0.00099999999999989","8.001",3,3,0.000264,"***",0.00738,"**","Time-Sweetener comparisons Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","ST","Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","0.00099999999999989","8.001",9,9,0.0782,"ns",1,"ns","Time-Processing comparisons Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","1","Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","0.00099999999999989","8.001",6,6,0.109,"ns",1,"ns","Analized variable:  Delphinidin.3.O.sambubioside","Time comparisons  Delphinidin.3.O.sambubioside","Delphinidin.3.O.sambubioside","0.00099999999999989","8.001",18,18,0.000596,"***",0.0167,"*","Time-Sweetener-Processing comparisons Delphinidin.3.O.sambubioside","1","ST","Delphinidin.3.O.sambubioside","0.00099999999999989","8.001",3,3,0.000189,"***",0.00528,"**","Time-Sweetener comparisons Delphinidin.3.O.sambubioside","ST","Delphinidin.3.O.sambubioside","0.00099999999999989","8.001",9,9,0.013,"*",0.365,"ns","Time-Processing comparisons Delphinidin.3.O.sambubioside","1","Delphinidin.3.O.sambubioside","0.00099999999999989","8.001",6,6,0.143,"ns",1,"ns"
"3","Analized variable:  Delphinidin.3.O.sambubioside.5.O.glucoside","Time comparisons  Delphinidin.3.O.sambubioside.5.O.glucoside","Delphinidin.3.O.sambubioside.5.O.glucoside","1.001","8.001",18,18,0.0333,"*",0.932,"ns","Time-Sweetener-Processing comparisons Delphinidin.3.O.sambubioside.5.O.glucoside","1","ST","Delphinidin.3.O.sambubioside.5.O.glucoside","1.001","8.001",3,3,0.000216,"***",0.00604,"**","Time-Sweetener comparisons Delphinidin.3.O.sambubioside.5.O.glucoside","ST","Delphinidin.3.O.sambubioside.5.O.glucoside","1.001","8.001",9,9,0.156,"ns",1,"ns","Time-Processing comparisons Delphinidin.3.O.sambubioside.5.O.glucoside","1","Delphinidin.3.O.sambubioside.5.O.glucoside","1.001","8.001",6,6,0.261,"ns",1,"ns","Analized variable:  Delphinidin.3.5.O.diglucoside","Time comparisons  Delphinidin.3.5.O.diglucoside","Delphinidin.3.5.O.diglucoside","1.001","8.001",18,18,0.000846,"***",0.0237,"*","Time-Sweetener-Processing comparisons Delphinidin.3.5.O.diglucoside","1","ST","Delphinidin.3.5.O.diglucoside","1.001","8.001",3,3,2.25e-05,"****",0.000629,"***","Time-Sweetener comparisons Delphinidin.3.5.O.diglucoside","ST","Delphinidin.3.5.O.diglucoside","1.001","8.001",9,9,0.0445,"*",1,"ns","Time-Processing comparisons Delphinidin.3.5.O.diglucoside","1","Delphinidin.3.5.O.diglucoside","1.001","8.001",6,6,0.0482,"*",1,"ns","Analized variable:  Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","Time comparisons  Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","1.001","8.001",18,18,0.0306,"*",0.857,"ns","Time-Sweetener-Processing comparisons Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","1","ST","Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","1.001","8.001",3,3,0.0171,"*",0.479,"ns","Time-Sweetener comparisons Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","ST","Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","1.001","8.001",9,9,0.171,"ns",1,"ns","Time-Processing comparisons Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","1","Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","1.001","8.001",6,6,0.281,"ns",1,"ns","Analized variable:  Delphinidin.3.O.sambubioside","Time comparisons  Delphinidin.3.O.sambubioside","Delphinidin.3.O.sambubioside","1.001","8.001",18,18,0.108,"ns",1,"ns","Time-Sweetener-Processing comparisons Delphinidin.3.O.sambubioside","1","ST","Delphinidin.3.O.sambubioside","1.001","8.001",3,3,0.261,"ns",1,"ns","Time-Sweetener comparisons Delphinidin.3.O.sambubioside","ST","Delphinidin.3.O.sambubioside","1.001","8.001",9,9,0.317,"ns",1,"ns","Time-Processing comparisons Delphinidin.3.O.sambubioside","1","Delphinidin.3.O.sambubioside","1.001","8.001",6,6,0.443,"ns",1,"ns"
"4","Analized variable:  Delphinidin.3.O.sambubioside.5.O.glucoside","Time comparisons  Delphinidin.3.O.sambubioside.5.O.glucoside","Delphinidin.3.O.sambubioside.5.O.glucoside","0.00099999999999989","16.001",18,18,0.000127,"***",0.00356,"**","Time-Sweetener-Processing comparisons Delphinidin.3.O.sambubioside.5.O.glucoside","1","ST","Delphinidin.3.O.sambubioside.5.O.glucoside","0.00099999999999989","16.001",3,3,4.5e-07,"****",1.26e-05,"****","Time-Sweetener comparisons Delphinidin.3.O.sambubioside.5.O.glucoside","ST","Delphinidin.3.O.sambubioside.5.O.glucoside","0.00099999999999989","16.001",9,9,0.0361,"*",1,"ns","Time-Processing comparisons Delphinidin.3.O.sambubioside.5.O.glucoside","1","Delphinidin.3.O.sambubioside.5.O.glucoside","0.00099999999999989","16.001",6,6,0.0321,"*",0.899,"ns","Analized variable:  Delphinidin.3.5.O.diglucoside","Time comparisons  Delphinidin.3.5.O.diglucoside","Delphinidin.3.5.O.diglucoside","0.00099999999999989","16.001",18,18,7.98e-06,"****",0.000223,"***","Time-Sweetener-Processing comparisons Delphinidin.3.5.O.diglucoside","1","ST","Delphinidin.3.5.O.diglucoside","0.00099999999999989","16.001",3,3,2.84e-10,"****",7.95e-09,"****","Time-Sweetener comparisons Delphinidin.3.5.O.diglucoside","ST","Delphinidin.3.5.O.diglucoside","0.00099999999999989","16.001",9,9,0.016,"*",0.447,"ns","Time-Processing comparisons Delphinidin.3.5.O.diglucoside","1","Delphinidin.3.5.O.diglucoside","0.00099999999999989","16.001",6,6,4.25e-05,"****",0.00119,"**","Analized variable:  Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","Time comparisons  Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","0.00099999999999989","16.001",18,18,7.58e-05,"****",0.00212,"**","Time-Sweetener-Processing comparisons Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","1","ST","Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","0.00099999999999989","16.001",3,3,1.7e-05,"****",0.000475,"***","Time-Sweetener comparisons Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","ST","Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","0.00099999999999989","16.001",9,9,0.0175,"*",0.491,"ns","Time-Processing comparisons Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","1","Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","0.00099999999999989","16.001",6,6,0.015,"*",0.42,"ns","Analized variable:  Delphinidin.3.O.sambubioside","Time comparisons  Delphinidin.3.O.sambubioside","Delphinidin.3.O.sambubioside","0.00099999999999989","16.001",18,18,7.24e-06,"****",0.000203,"***","Time-Sweetener-Processing comparisons Delphinidin.3.O.sambubioside","1","ST","Delphinidin.3.O.sambubioside","0.00099999999999989","16.001",3,3,6.94e-06,"****",0.000194,"***","Time-Sweetener comparisons Delphinidin.3.O.sambubioside","ST","Delphinidin.3.O.sambubioside","0.00099999999999989","16.001",9,9,0.00168,"**",0.047,"*","Time-Processing comparisons Delphinidin.3.O.sambubioside","1","Delphinidin.3.O.sambubioside","0.00099999999999989","16.001",6,6,0.0499,"*",1,"ns"
"5","Analized variable:  Delphinidin.3.O.sambubioside.5.O.glucoside","Time comparisons  Delphinidin.3.O.sambubioside.5.O.glucoside","Delphinidin.3.O.sambubioside.5.O.glucoside","1.001","16.001",18,18,0.000859,"***",0.024,"*","Time-Sweetener-Processing comparisons Delphinidin.3.O.sambubioside.5.O.glucoside","1","ST","Delphinidin.3.O.sambubioside.5.O.glucoside","1.001","16.001",3,3,7.8e-06,"****",0.000218,"***","Time-Sweetener comparisons Delphinidin.3.O.sambubioside.5.O.glucoside","ST","Delphinidin.3.O.sambubioside.5.O.glucoside","1.001","16.001",9,9,0.0713,"ns",1,"ns","Time-Processing comparisons Delphinidin.3.O.sambubioside.5.O.glucoside","1","Delphinidin.3.O.sambubioside.5.O.glucoside","1.001","16.001",6,6,0.0663,"ns",1,"ns","Analized variable:  Delphinidin.3.5.O.diglucoside","Time comparisons  Delphinidin.3.5.O.diglucoside","Delphinidin.3.5.O.diglucoside","1.001","16.001",18,18,2.01e-06,"****",5.64e-05,"****","Time-Sweetener-Processing comparisons Delphinidin.3.5.O.diglucoside","1","ST","Delphinidin.3.5.O.diglucoside","1.001","16.001",3,3,5.17e-07,"****",1.45e-05,"****","Time-Sweetener comparisons Delphinidin.3.5.O.diglucoside","ST","Delphinidin.3.5.O.diglucoside","1.001","16.001",9,9,0.00723,"**",0.202,"ns","Time-Processing comparisons Delphinidin.3.5.O.diglucoside","1","Delphinidin.3.5.O.diglucoside","1.001","16.001",6,6,0.00228,"**",0.0639,"ns","Analized variable:  Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","Time comparisons  Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","1.001","16.001",18,18,0.000804,"***",0.0225,"*","Time-Sweetener-Processing comparisons Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","1","ST","Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","1.001","16.001",3,3,0.000927,"***",0.0259,"*","Time-Sweetener comparisons Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","ST","Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","1.001","16.001",9,9,0.0462,"*",1,"ns","Time-Processing comparisons Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","1","Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","1.001","16.001",6,6,0.0524,"ns",1,"ns","Analized variable:  Delphinidin.3.O.sambubioside","Time comparisons  Delphinidin.3.O.sambubioside","Delphinidin.3.O.sambubioside","1.001","16.001",18,18,0.00639,"**",0.179,"ns","Time-Sweetener-Processing comparisons Delphinidin.3.O.sambubioside","1","ST","Delphinidin.3.O.sambubioside","1.001","16.001",3,3,0.011,"*",0.307,"ns","Time-Sweetener comparisons Delphinidin.3.O.sambubioside","ST","Delphinidin.3.O.sambubioside","1.001","16.001",9,9,0.0874,"ns",1,"ns","Time-Processing comparisons Delphinidin.3.O.sambubioside","1","Delphinidin.3.O.sambubioside","1.001","16.001",6,6,0.2,"ns",1,"ns"
"6","Analized variable:  Delphinidin.3.O.sambubioside.5.O.glucoside","Time comparisons  Delphinidin.3.O.sambubioside.5.O.glucoside","Delphinidin.3.O.sambubioside.5.O.glucoside","8.001","16.001",18,18,0.21,"ns",1,"ns","Time-Sweetener-Processing comparisons Delphinidin.3.O.sambubioside.5.O.glucoside","1","ST","Delphinidin.3.O.sambubioside.5.O.glucoside","8.001","16.001",3,3,0.106,"ns",1,"ns","Time-Sweetener comparisons Delphinidin.3.O.sambubioside.5.O.glucoside","ST","Delphinidin.3.O.sambubioside.5.O.glucoside","8.001","16.001",9,9,0.692,"ns",1,"ns","Time-Processing comparisons Delphinidin.3.O.sambubioside.5.O.glucoside","1","Delphinidin.3.O.sambubioside.5.O.glucoside","8.001","16.001",6,6,0.459,"ns",1,"ns","Analized variable:  Delphinidin.3.5.O.diglucoside","Time comparisons  Delphinidin.3.5.O.diglucoside","Delphinidin.3.5.O.diglucoside","8.001","16.001",18,18,0.123,"ns",1,"ns","Time-Sweetener-Processing comparisons Delphinidin.3.5.O.diglucoside","1","ST","Delphinidin.3.5.O.diglucoside","8.001","16.001",3,3,0.0477,"*",1,"ns","Time-Sweetener comparisons Delphinidin.3.5.O.diglucoside","ST","Delphinidin.3.5.O.diglucoside","8.001","16.001",9,9,0.471,"ns",1,"ns","Time-Processing comparisons Delphinidin.3.5.O.diglucoside","1","Delphinidin.3.5.O.diglucoside","8.001","16.001",6,6,0.229,"ns",1,"ns","Analized variable:  Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","Time comparisons  Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","8.001","16.001",18,18,0.216,"ns",1,"ns","Time-Sweetener-Processing comparisons Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","1","ST","Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","8.001","16.001",3,3,0.183,"ns",1,"ns","Time-Sweetener comparisons Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","ST","Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","8.001","16.001",9,9,0.519,"ns",1,"ns","Time-Processing comparisons Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","1","Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","8.001","16.001",6,6,0.371,"ns",1,"ns","Analized variable:  Delphinidin.3.O.sambubioside","Time comparisons  Delphinidin.3.O.sambubioside","Delphinidin.3.O.sambubioside","8.001","16.001",18,18,0.252,"ns",1,"ns","Time-Sweetener-Processing comparisons Delphinidin.3.O.sambubioside","1","ST","Delphinidin.3.O.sambubioside","8.001","16.001",3,3,0.107,"ns",1,"ns","Time-Sweetener comparisons Delphinidin.3.O.sambubioside","ST","Delphinidin.3.O.sambubioside","8.001","16.001",9,9,0.47,"ns",1,"ns","Time-Processing comparisons Delphinidin.3.O.sambubioside","1","Delphinidin.3.O.sambubioside","8.001","16.001",6,6,0.602,"ns",1,"ns"
"7","Analized variable:  Delphinidin.3.O.sambubioside.5.O.glucoside","Time comparisons  Delphinidin.3.O.sambubioside.5.O.glucoside","Delphinidin.3.O.sambubioside.5.O.glucoside","0.00099999999999989","31.001",18,18,7.55e-09,"****",2.11e-07,"****","Time-Sweetener-Processing comparisons Delphinidin.3.O.sambubioside.5.O.glucoside","1","ST","Delphinidin.3.O.sambubioside.5.O.glucoside","0.00099999999999989","31.001",3,3,1.78e-09,"****",4.97e-08,"****","Time-Sweetener comparisons Delphinidin.3.O.sambubioside.5.O.glucoside","ST","Delphinidin.3.O.sambubioside.5.O.glucoside","0.00099999999999989","31.001",9,9,0.000524,"***",0.0147,"*","Time-Processing comparisons Delphinidin.3.O.sambubioside.5.O.glucoside","1","Delphinidin.3.O.sambubioside.5.O.glucoside","0.00099999999999989","31.001",6,6,0.000975,"***",0.0273,"*","Analized variable:  Delphinidin.3.5.O.diglucoside","Time comparisons  Delphinidin.3.5.O.diglucoside","Delphinidin.3.5.O.diglucoside","0.00099999999999989","31.001",18,18,9.8e-11,"****",2.74e-09,"****","Time-Sweetener-Processing comparisons Delphinidin.3.5.O.diglucoside","1","ST","Delphinidin.3.5.O.diglucoside","0.00099999999999989","31.001",3,3,5.83e-12,"****",1.63e-10,"****","Time-Sweetener comparisons Delphinidin.3.5.O.diglucoside","ST","Delphinidin.3.5.O.diglucoside","0.00099999999999989","31.001",9,9,0.000782,"***",0.0219,"*","Time-Processing comparisons Delphinidin.3.5.O.diglucoside","1","Delphinidin.3.5.O.diglucoside","0.00099999999999989","31.001",6,6,3.2e-07,"****",8.97e-06,"****","Analized variable:  Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","Time comparisons  Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","0.00099999999999989","31.001",18,18,5.28e-10,"****",1.48e-08,"****","Time-Sweetener-Processing comparisons Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","1","ST","Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","0.00099999999999989","31.001",3,3,1.51e-07,"****",4.23e-06,"****","Time-Sweetener comparisons Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","ST","Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","0.00099999999999989","31.001",9,9,0.00037,"***",0.0104,"*","Time-Processing comparisons Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","1","Cyanidin.3.O.sambubioside.5.O.glucoside...Cyanidin.3.5.O.diglucoside","0.00099999999999989","31.001",6,6,0.000306,"***",0.00858,"**","Analized variable:  Delphinidin.3.O.sambubioside","Time comparisons  Delphinidin.3.O.sambubioside","Delphinidin.3.O.sambubioside","0.00099999999999989","31.001",18,18,4.54e-13,"****",1.27e-11,"****","Time-Sweetener-Processing comparisons Delphinidin.3.O.sambubioside","1","ST","Delphinidin.3.O.sambubioside","0.00099999999999989","31.001",3,3,1.73e-08,"****",4.83e-07,"****","Time-Sweetener comparisons Delphinidin.3.O.sambubioside","ST","Delphinidin.3.O.sambubioside","0.00099999999999989","31.001",9,9,1.54e-06,"****",4.3e-05,"****","Time-Processing comparisons Delphinidin.3.O.sambubioside","1","Delphinidin.3.O.sambubioside","0.00099999999999989","31.001",6,6,0.00022,"***",0.00617,"**"
