"","X","rep","processing","sweetener","tiempo","Concentracion","Species","Temp","yhat","compound"
"262","SU1_rep2","rep2","1","SU",61.0001,0.17,"Dehydroascorbic",20,0.832885227651884,"Dehydroascorbic"
"263","SU2_rep2","rep2","2","SU",61.0001,0.65,"Dehydroascorbic",4,0.832885227651884,"Dehydroascorbic"
"264","SUP_rep2","rep2","P","SU",61.0001,0.14,"Dehydroascorbic",20,0.832885227651884,"Dehydroascorbic"
"265","ST1_rep3","rep3","1","ST",61.0001,1.05,"Dehydroascorbic",4,0.832885227651884,"Dehydroascorbic"
"266","ST2_rep3","rep3","2","ST",61.0001,0.07,"Dehydroascorbic",20,0.832885227651884,"Dehydroascorbic"
"267","STP_rep3","rep3","P","ST",61.0001,0.8,"Dehydroascorbic",4,0.832885227651884,"Dehydroascorbic"
"268","SU1_rep3","rep3","1","SU",61.0001,0.12,"Dehydroascorbic",20,0.832885227651884,"Dehydroascorbic"
"269","SU2_rep3","rep3","2","SU",61.0001,0.75,"Dehydroascorbic",4,0.832885227651884,"Dehydroascorbic"
"270","SUP_rep3","rep3","P","SU",61.0001,0.34,"Dehydroascorbic",20,0.832885227651884,"Dehydroascorbic"
"271","ST1_rep1","rep1","1","ST",91.0001,0,"Dehydroascorbic",4,0.568700115189235,"Dehydroascorbic"
"272","ST2_rep1","rep1","2","ST",91.0001,0,"Dehydroascorbic",20,0.568700115189235,"Dehydroascorbic"
"273","STP_rep1","rep1","P","ST",91.0001,0,"Dehydroascorbic",4,0.568700115189235,"Dehydroascorbic"
"274","SU1_rep1","rep1","1","SU",91.0001,0,"Dehydroascorbic",20,0.568700115189235,"Dehydroascorbic"
"275","SU2_rep1","rep1","2","SU",91.0001,0,"Dehydroascorbic",4,0.568700115189235,"Dehydroascorbic"
"276","SUP_rep1","rep1","P","SU",91.0001,0,"Dehydroascorbic",20,0.568700115189235,"Dehydroascorbic"
"277","ST1_rep2","rep2","1","ST",91.0001,0,"Dehydroascorbic",4,0.568700115189235,"Dehydroascorbic"
"278","ST2_rep2","rep2","2","ST",91.0001,0,"Dehydroascorbic",20,0.568700115189235,"Dehydroascorbic"
"279","STP_rep2","rep2","P","ST",91.0001,0,"Dehydroascorbic",4,0.568700115189235,"Dehydroascorbic"
"280","SU1_rep2","rep2","1","SU",91.0001,0,"Dehydroascorbic",20,0.568700115189235,"Dehydroascorbic"
"281","SU2_rep2","rep2","2","SU",91.0001,0,"Dehydroascorbic",4,0.568700115189235,"Dehydroascorbic"
"282","SUP_rep2","rep2","P","SU",91.0001,0,"Dehydroascorbic",20,0.568700115189235,"Dehydroascorbic"
"283","ST1_rep3","rep3","1","ST",91.0001,0,"Dehydroascorbic",4,0.568700115189235,"Dehydroascorbic"
"284","ST2_rep3","rep3","2","ST",91.0001,0,"Dehydroascorbic",20,0.568700115189235,"Dehydroascorbic"
"285","STP_rep3","rep3","P","ST",91.0001,0,"Dehydroascorbic",4,0.568700115189235,"Dehydroascorbic"
"286","SU1_rep3","rep3","1","SU",91.0001,0,"Dehydroascorbic",20,0.568700115189235,"Dehydroascorbic"
"287","SU2_rep3","rep3","2","SU",91.0001,0,"Dehydroascorbic",4,0.568700115189235,"Dehydroascorbic"
"288","SUP_rep3","rep3","P","SU",91.0001,0,"Dehydroascorbic",20,0.568700115189235,"Dehydroascorbic"
